Anno;Cittadinanza;Area;Provenienza;Sesso;Numero Immigrati
2012;Regno Unito;Unione Europea;Provincia di Ferrara;Femmine;1
2012;Rep. Dominicana;America centrale;Estero;Femmine;9
2012;Rep. Dominicana;America centrale;Provincia di Parma;Maschi;1
2012;Romania;Unione Europea;Basilicata;Femmine;1
2012;Romania;Unione Europea;Campania;Maschi;5
2012;Romania;Unione Europea;Lazio;Maschi;5
2012;Romania;Unione Europea;Provincia di Parma;Femmine;4
2012;Romania;Unione Europea;Puglia;Femmine;6
2012;Romania;Unione Europea;Sicilia;Femmine;3
2012;Romania;Unione Europea;Toscana;Maschi;6
2012;Russia (Federazione);Altri Paesi Europa;Estero;Maschi;12
2012;Russia (Federazione);Altri Paesi Europa;Provincia di Bologna;Maschi;2
2012;Russia (Federazione);Altri Paesi Europa;Provincia di Modena;Femmine;1
2012;Senegal;Altri paesi Africa;Estero;Maschi;12
2012;Serbia;Altri Paesi Europa;Estero;Maschi;5
2012;Serbia;Altri Paesi Europa;Provincia di Bologna;Femmine;6
2012;Serbia;Altri Paesi Europa;Toscana;Maschi;1
2012;Spagna;Unione Europea;Estero;Maschi;11
2012;Sri Lanka (Ceylon);Altri paesi Asia;Marche;Maschi;2
2012;Sri Lanka (Ceylon);Altri paesi Asia;Provincia di Parma;Maschi;1
2012;Sri Lanka (Ceylon);Altri paesi Asia;Sicilia;Femmine;3
2012;Territori dell'Autonomia Palestinese;Asia occidentale;Calabria;Maschi;2
2012;Thailandia;Altri paesi Asia;Provincia di Ferrara;Maschi;1
2012;Tunisia;Africa settentrionale;Lombardia;Maschi;1
2012;Tunisia;Africa settentrionale;Provincia di Bologna;Maschi;34
2012;Ucraina;Altri Paesi Europa;Trentino Alto Adige;Femmine;1
2013;Afghanistan;Altri paesi Asia;Estero;Femmine;2
2013;Afghanistan;Altri paesi Asia;Lazio;Maschi;3
2013;Afghanistan;Altri paesi Asia;Sicilia;Maschi;1
2013;Albania;Altri Paesi Europa;Marche;Femmine;3
2013;Albania;Altri Paesi Europa;Veneto;Femmine;3
2013;Armenia;Asia occidentale;Estero;Femmine;1
2013;Bangladesh;Altri paesi Asia;Campania;Maschi;4
2013;Bangladesh;Altri paesi Asia;Estero;Maschi;198
2013;Bangladesh;Altri paesi Asia;Provincia di Ravenna;Maschi;1
2013;Brasile;America meridionale;Piemonte;Femmine;1
2013;Brasile;America meridionale;Toscana;Maschi;1
2013;Camerun;Altri paesi Africa;Piemonte;Maschi;1
2013;Capo Verde;Altri paesi Africa;Provincia di Bologna;Femmine;1
2013;Ciad;Altri paesi Africa;Provincia di Bologna;Femmine;1
2013;Cile;America meridionale;Estero;Femmine;2
2013;Cina;Altri paesi Asia;Lazio;Maschi;4
2013;Cina;Altri paesi Asia;Lombardia;Femmine;10
2013;Cina;Altri paesi Asia;Provincia di Bologna;Femmine;13
2013;Cina;Altri paesi Asia;Provincia di Ferrara;Maschi;6
2013;Cina;Altri paesi Asia;Provincia di Reggio Emilia;Femmine;5
2013;Congo;Altri paesi Africa;Estero;Femmine;1
2013;Congo;Altri paesi Africa;Provincia di Bologna;Maschi;2
2013;Costa d'Avorio;Altri paesi Africa;Provincia di Bologna;Femmine;2
2013;Costa d'Avorio;Altri paesi Africa;Provincia di Bologna;Maschi;1
2013;Cuba;America centrale;Provincia di Bologna;Femmine;5
2013;Cuba;America centrale;Provincia di Modena;Maschi;1
2013;Cuba;America centrale;Toscana;Femmine;3
2013;Ecuador;America meridionale;Estero;Maschi;4
2013;Egitto;Africa settentrionale;Friuli Venezia Giulia;Femmine;1
2013;Egitto;Africa settentrionale;Trentino Alto Adige;Maschi;1
2013;Etiopia;Altri paesi Africa;Provincia di Bologna;Femmine;3
2013;Filippine;Altri paesi Asia;Lombardia;Femmine;13
2013;Filippine;Altri paesi Asia;Provincia di Forlì-Cesena;Femmine;2
2013;Francia;Unione Europea;Calabria;Femmine;1
2013;Georgia;Asia occidentale;Puglia;Maschi;4
2013;Ghana;Altri paesi Africa;Provincia di Bologna;Maschi;1
2013;Giappone;Altri paesi Asia;Estero;Femmine;6
2013;Giappone;Altri paesi Asia;Lombardia;Femmine;1
2013;Giordania;Asia occidentale;Estero;Maschi;2
2013;Grecia;Unione Europea;Umbria;Femmine;1
2013;India;Altri paesi Asia;Calabria;Maschi;2
2013;India;Altri paesi Asia;Estero;Femmine;16
2013;India;Altri paesi Asia;Marche;Maschi;1
2013;Indonesia;Altri paesi Asia;Estero;Femmine;2
2013;Iran;Altri paesi Asia;Provincia di Ferrara;Maschi;1
2013;Lettonia;Unione Europea;Provincia di Modena;Femmine;1
2013;Lettonia;Unione Europea;Veneto;Femmine;1
2013;Libano;Asia occidentale;Provincia di Ravenna;Maschi;1
2013;Marocco;Africa settentrionale;Puglia;Femmine;1
2013;Moldova;Altri Paesi Europa;Abruzzo;Femmine;1
2013;Moldova;Altri Paesi Europa;Provincia di Parma;Femmine;3
2013;Moldova;Altri Paesi Europa;Provincia di Reggio Emilia;Femmine;2
2013;Moldova;Altri Paesi Europa;Veneto;Maschi;2
2013;Montenegro;Altri Paesi Europa;Provincia di Bologna;Maschi;4
2013;Nigeria;Altri paesi Africa;Estero;Femmine;27
2013;Nigeria;Altri paesi Africa;Provincia di Bologna;Femmine;13
2013;Pakistan;Altri paesi Asia;Provincia di Ferrara;Femmine;7
2013;Pakistan;Altri paesi Asia;Provincia di Reggio Emilia;Maschi;4
2013;Perù;America meridionale;Estero;Femmine;36
2013;Perù;America meridionale;Lazio;Maschi;1
2013;Perù;America meridionale;Liguria;Femmine;1
2013;Perù;America meridionale;Toscana;Femmine;3
2013;Perù;America meridionale;Umbria;Femmine;2
2013;Rep. Ceca;Unione Europea;Veneto;Femmine;1
2013;Romania;Unione Europea;Friuli Venezia Giulia;Femmine;3
2013;Romania;Unione Europea;Umbria;Maschi;1
2013;Russia (Federazione);Altri Paesi Europa;Umbria;Femmine;1
2013;Senegal;Altri paesi Africa;Calabria;Maschi;1
2013;Serbia;Altri Paesi Europa;Provincia di Ferrara;Maschi;1
2013;Sierra Leone;Altri paesi Africa;Estero;Maschi;2
2013;Siria;Asia occidentale;Estero;Maschi;2
2013;Slovacchia;Unione Europea;Provincia di Bologna;Femmine;1
2013;Slovenia;Unione Europea;Estero;Femmine;1
2013;Somalia;Altri paesi Africa;Provincia di Bologna;Femmine;4
2013;Spagna;Unione Europea;Estero;Maschi;13
2013;Spagna;Unione Europea;Lombardia;Femmine;2
2013;Spagna;Unione Europea;Provincia di Bologna;Femmine;2
2013;Spagna;Unione Europea;Provincia di Forlì-Cesena;Maschi;1
2013;Sri Lanka (Ceylon);Altri paesi Asia;Provincia di Bologna;Femmine;8
2013;Sri Lanka (Ceylon);Altri paesi Asia;Veneto;Maschi;1
2013;Stati Uniti;America settentrionale;Provincia di Bologna;Femmine;1
2013;Sudan;Africa settentrionale;Estero;Maschi;1
2013;Thailandia;Altri paesi Asia;Estero;Femmine;3
2013;Turchia;Altri Paesi Europa;Calabria;Maschi;1
2013;Turchia;Altri Paesi Europa;Provincia di Bologna;Maschi;3
2013;Ucraina;Altri Paesi Europa;Provincia di Forlì-Cesena;Femmine;4
2013;Venezuela;America meridionale;Estero;Femmine;2
2014;Afghanistan;Altri paesi Asia;Provincia di Modena;Maschi;1
2014;Albania;Altri Paesi Europa;Basilicata;Maschi;1
2014;Albania;Altri Paesi Europa;Estero;Femmine;48
2014;Albania;Altri Paesi Europa;Piemonte;Femmine;1
2014;Albania;Altri Paesi Europa;Provincia di Modena;Femmine;2
2014;Albania;Altri Paesi Europa;Provincia di Piacenza;Femmine;1
2014;Albania;Altri Paesi Europa;Provincia di Ravenna;Femmine;2
2014;Albania;Altri Paesi Europa;Toscana;Femmine;1
2014;Algeria;Africa settentrionale;Estero;Femmine;4
2014;Algeria;Africa settentrionale;Provincia di Bologna;Femmine;4
2014;Bangladesh;Altri paesi Asia;Lazio;Maschi;4
2014;Benin;Altri paesi Africa;Estero;Maschi;1
2014;Bielorussia;Altri Paesi Europa;Provincia di Bologna;Femmine;1
2014;Bolivia;America meridionale;Estero;Maschi;2
2014;Bosnia-Erzegovina;Altri Paesi Europa;Liguria;Maschi;1
2014;Bulgaria;Unione Europea;Provincia di Bologna;Femmine;11
2014;Camerun;Altri paesi Africa;Provincia di Modena;Maschi;2
2014;Cina;Altri paesi Asia;Campania;Femmine;5
2014;Cina;Altri paesi Asia;Liguria;Femmine;1
2014;Cina;Altri paesi Asia;Piemonte;Maschi;3
2014;Cina;Altri paesi Asia;Puglia;Maschi;2
2014;Costarica;America centrale;Provincia di Forlì-Cesena;Femmine;1
2014;Egitto;Africa settentrionale;Estero;Maschi;26
2014;Egitto;Africa settentrionale;Friuli Venezia Giulia;Maschi;1
2014;Egitto;Africa settentrionale;Lombardia;Maschi;5
2014;Eritrea;Altri paesi Africa;Estero;Maschi;10
2014;Eritrea;Altri paesi Africa;Provincia di Bologna;Femmine;5
2014;Filippine;Altri paesi Asia;Lazio;Femmine;3
2014;Filippine;Altri paesi Asia;Provincia di Ravenna;Femmine;4
2014;Francia;Unione Europea;Liguria;Maschi;1
2014;Francia;Unione Europea;Piemonte;Femmine;1
2014;Georgia;Asia occidentale;Provincia di Bologna;Femmine;5
2014;Grecia;Unione Europea;Estero;Femmine;8
2014;Guyana;America meridionale;Estero;Femmine;1
2014;Honduras;America centrale;Estero;Maschi;2
2014;India;Altri paesi Asia;Toscana;Maschi;1
2014;Kazakistan;Asia occidentale;Provincia di Modena;Maschi;2
2014;Kirghizistan;Asia occidentale;Estero;Maschi;2
2014;Kosovo;Altri Paesi Europa;Estero;Maschi;1
2014;Kosovo;Altri Paesi Europa;Veneto;Femmine;1
2014;Marocco;Africa settentrionale;Campania;Femmine;1
2014;Marocco;Africa settentrionale;Piemonte;Maschi;3
2014;Marocco;Africa settentrionale;Toscana;Maschi;2
2014;Marocco;Africa settentrionale;Veneto;Femmine;2
2014;Maurizio;Altri paesi Africa;Lazio;Maschi;1
2014;Messico;America centrale;Estero;Femmine;5
2014;Moldova;Altri Paesi Europa;Lombardia;Maschi;3
2014;Moldova;Altri Paesi Europa;Provincia di Bologna;Femmine;91
2014;Moldova;Altri Paesi Europa;Provincia di Ferrara;Femmine;3
2014;Moldova;Altri Paesi Europa;Provincia di Ferrara;Maschi;2
2014;Niger;Altri paesi Africa;Estero;Maschi;1
2014;Pakistan;Altri paesi Asia;Abruzzo;Maschi;1
2014;Pakistan;Altri paesi Asia;Lombardia;Maschi;4
2014;Perù;America meridionale;Estero;Femmine;23
2014;Perù;America meridionale;Lombardia;Femmine;4
2014;Perù;America meridionale;Lombardia;Maschi;2
2014;Polonia;Unione Europea;Lazio;Femmine;1
2014;Polonia;Unione Europea;Provincia di Ferrara;Femmine;2
2014;Portogallo;Unione Europea;Provincia di Bologna;Maschi;1
2014;Regno Unito;Unione Europea;Estero;Maschi;12
2014;Regno Unito;Unione Europea;Lazio;Maschi;2
2014;Regno Unito;Unione Europea;Provincia di Bologna;Femmine;3
2014;Rep. Dem. del Congo (Zaire);Altri paesi Africa;Toscana;Femmine;1
2014;Rep. Dominicana;America centrale;Provincia di Bologna;Femmine;5
2014;Romania;Unione Europea;Estero;Femmine;310
2014;Romania;Unione Europea;Estero;Maschi;193
2014;Romania;Unione Europea;Provincia di Modena;Femmine;7
2014;Romania;Unione Europea;Puglia;Femmine;2
2014;Russia (Federazione);Altri Paesi Europa;Provincia di Reggio Emilia;Femmine;1
2014;Senegal;Altri paesi Africa;Estero;Maschi;28
2014;Senegal;Altri paesi Africa;Marche;Femmine;1
2014;Senegal;Altri paesi Africa;Provincia di Modena;Maschi;1
2014;Somalia;Altri paesi Africa;Lazio;Maschi;2
2014;Sri Lanka (Ceylon);Altri paesi Asia;Provincia di Bologna;Femmine;8
2014;Sri Lanka (Ceylon);Altri paesi Asia;Veneto;Maschi;2
2014;Ucraina;Altri Paesi Europa;Campania;Maschi;3
2014;Ucraina;Altri Paesi Europa;Provincia di Reggio Emilia;Femmine;2
2014;Ucraina;Altri Paesi Europa;Trentino Alto Adige;Femmine;2
2014;Ucraina;Altri Paesi Europa;Trentino Alto Adige;Maschi;1
2015;Afghanistan;Altri paesi Asia;Puglia;Maschi;1
2015;Albania;Altri Paesi Europa;Estero;Maschi;46
2015;Albania;Altri Paesi Europa;Lombardia;Maschi;2
2015;Albania;Altri Paesi Europa;Provincia di Reggio Emilia;Maschi;2
2015;Albania;Altri Paesi Europa;Sicilia;Maschi;1
2015;Algeria;Africa settentrionale;Estero;Maschi;4
2015;Armenia;Asia occidentale;Estero;Femmine;2
2015;Bangladesh;Altri paesi Asia;Lazio;Femmine;2
2015;Bangladesh;Altri paesi Asia;Sardegna;Maschi;1
2015;Bangladesh;Altri paesi Asia;Toscana;Maschi;4
2015;Bielorussia;Altri Paesi Europa;Estero;Femmine;3
2015;Bulgaria;Unione Europea;Toscana;Femmine;1
2015;Burundi;Altri paesi Africa;Estero;Femmine;1
2015;Camerun;Altri paesi Africa;Provincia di Ferrara;Maschi;1
2015;Camerun;Altri paesi Africa;Provincia di Modena;Femmine;2
2015;Cina;Altri paesi Asia;Provincia di Bologna;Femmine;21
2015;Colombia;America meridionale;Lombardia;Maschi;1
2015;Cuba;America centrale;Provincia di Bologna;Femmine;2
2015;Eritrea;Altri paesi Africa;Estero;Femmine;11
2015;Guinea;Altri paesi Africa;Liguria;Maschi;1
2015;Libano;Asia occidentale;Provincia di Ferrara;Maschi;2
2015;Marocco;Africa settentrionale;Calabria;Maschi;1
2015;Marocco;Africa settentrionale;Lombardia;Maschi;1
2015;Moldova;Altri Paesi Europa;Marche;Femmine;1
2015;Moldova;Altri Paesi Europa;Provincia di Ferrara;Maschi;2
2015;Nigeria;Altri paesi Africa;Estero;Maschi;67
2015;Nigeria;Altri paesi Africa;Toscana;Femmine;1
2015;Pakistan;Altri paesi Asia;Estero;Maschi;247
2015;Pakistan;Altri paesi Asia;Piemonte;Maschi;1
2015;Pakistan;Altri paesi Asia;Veneto;Maschi;4
2015;Polonia;Unione Europea;Provincia di Ravenna;Femmine;1
2015;Rep. Dem. del Congo (Zaire);Altri paesi Africa;Estero;Maschi;2
2015;Romania;Unione Europea;Lombardia;Maschi;9
2015;Romania;Unione Europea;Piemonte;Femmine;5
2015;Romania;Unione Europea;Veneto;Femmine;11
2015;Russia (Federazione);Altri Paesi Europa;Piemonte;Femmine;1
2015;Spagna;Unione Europea;Marche;Femmine;1
2015;Sri Lanka (Ceylon);Altri paesi Asia;Sicilia;Femmine;1
2015;Tanzania;Altri paesi Africa;Lazio;Femmine;1
2015;Togo;Altri paesi Africa;Trentino Alto Adige;Maschi;1
2016;Argentina;America meridionale;Estero;Maschi;6
2016;Armenia;Asia occidentale;Marche;Femmine;1
2016;Bielorussia;Altri Paesi Europa;Estero;Femmine;3
2016;Brasile;America meridionale;Basilicata;Maschi;1
2016;Bulgaria;Unione Europea;Lazio;Femmine;1
2016;Bulgaria;Unione Europea;Puglia;Maschi;2
2016;Burkina Faso;Altri paesi Africa;Estero;Maschi;3
2016;Canada;America settentrionale;Estero;Femmine;2
2016;Ciad;Altri paesi Africa;Estero;Femmine;1
2016;Ciad;Altri paesi Africa;Estero;Maschi;2
2016;Cina;Altri paesi Asia;Abruzzo;Maschi;2
2016;Cina;Altri paesi Asia;Piemonte;Maschi;5
2016;Croazia;Unione Europea;Lazio;Maschi;1
2016;Croazia;Unione Europea;Provincia di Bologna;Maschi;1
2016;Cuba;America centrale;Estero;Maschi;5
2016;Cuba;America centrale;Provincia di Modena;Femmine;1
2016;Ecuador;America meridionale;Provincia di Bologna;Maschi;4
2016;Filippine;Altri paesi Asia;Campania;Femmine;2
2016;Georgia;Asia occidentale;Lazio;Femmine;1
2016;Georgia;Asia occidentale;Puglia;Femmine;9
2016;Ghana;Altri paesi Africa;Provincia di Modena;Femmine;2
2016;Grecia;Unione Europea;Provincia di Bologna;Maschi;3
2016;Guinea;Altri paesi Africa;Provincia di Bologna;Maschi;1
2016;Iran;Altri paesi Asia;Estero;Maschi;36
2016;Iran;Altri paesi Asia;Provincia di Bologna;Femmine;2
2016;Iraq;Asia occidentale;Provincia di Bologna;Maschi;1
2016;Israele;Asia occidentale;Estero;Femmine;2
2016;Lituania;Unione Europea;Lombardia;Femmine;1
2016;Marocco;Africa settentrionale;Marche;Maschi;2
2016;Marocco;Africa settentrionale;Provincia di Ravenna;Femmine;5
2016;Moldova;Altri Paesi Europa;Provincia di Bologna;Maschi;9
2016;Moldova;Altri Paesi Europa;Provincia di Modena;Femmine;3
2016;Nepal;Altri paesi Asia;Estero;Maschi;2
2016;Nigeria;Altri paesi Africa;Estero;Femmine;35
2016;Pakistan;Altri paesi Asia;Provincia di Ferrara;Maschi;15
2016;Pakistan;Altri paesi Asia;Trentino Alto Adige;Maschi;1
2016;Paraguay;America meridionale;Estero;Maschi;1
2016;Perù;America meridionale;Lazio;Maschi;1
2016;Regno Unito;Unione Europea;Estero;Maschi;15
2016;Romania;Unione Europea;Calabria;Maschi;4
2016;Romania;Unione Europea;Provincia di Bologna;Maschi;58
2016;Romania;Unione Europea;Provincia di Parma;Femmine;2
2016;Senegal;Altri paesi Africa;Sicilia;Femmine;1
2016;Serbia;Altri Paesi Europa;Piemonte;Femmine;1
2016;Svezia;Unione Europea;Estero;Maschi;2
2016;Tunisia;Africa settentrionale;Estero;Femmine;11
2016;Tunisia;Africa settentrionale;Provincia di Bologna;Femmine;7
2016;Ucraina;Altri Paesi Europa;Provincia di Rimini;Femmine;2
2016;Uruguay;America meridionale;Lombardia;Femmine;1
2017;Albania;Altri Paesi Europa;Marche;Maschi;2
2017;Albania;Altri Paesi Europa;Provincia di Bologna;Femmine;15
2017;Albania;Altri Paesi Europa;Provincia di Modena;Maschi;1
2017;Albania;Altri Paesi Europa;Trentino Alto Adige;Maschi;1
2017;Bangladesh;Altri paesi Asia;Campania;Maschi;2
2017;Camerun;Altri paesi Africa;Marche;Maschi;1
2017;Camerun;Altri paesi Africa;Toscana;Femmine;1
2017;Cina;Altri paesi Asia;Liguria;Maschi;2
2017;Cina;Altri paesi Asia;Puglia;Femmine;1
2017;Eritrea;Altri paesi Africa;Provincia di Ravenna;Maschi;1
2017;Francia;Unione Europea;Lombardia;Maschi;1
2017;Marocco;Africa settentrionale;Veneto;Femmine;1
2017;Moldova;Altri Paesi Europa;Marche;Femmine;1
2017;Moldova;Altri Paesi Europa;Provincia di Rimini;Femmine;3
2017;Nigeria;Altri paesi Africa;Provincia di Modena;Femmine;1
2017;Pakistan;Altri paesi Asia;Toscana;Maschi;2
2017;Rep. Dominicana;America centrale;Estero;Femmine;8
2017;Romania;Unione Europea;Lombardia;Maschi;3
2017;Romania;Unione Europea;Puglia;Femmine;6
2017;Siria;Asia occidentale;Estero;Femmine;4
2017;Spagna;Unione Europea;Piemonte;Maschi;1
2017;Tunisia;Africa settentrionale;Lazio;Femmine;1
2017;Ucraina;Altri Paesi Europa;Provincia di Bologna;Maschi;8
2017;Venezuela;America meridionale;Piemonte;Femmine;1
2018;Albania;Altri Paesi Europa;Basilicata;Maschi;1
2018;Bangladesh;Altri paesi Asia;Provincia di Bologna;Femmine;13
2018;Belgio;Unione Europea;Estero;Femmine;1
2018;Belgio;Unione Europea;Provincia di Bologna;Femmine;1
2018;Camerun;Altri paesi Africa;Provincia di Ravenna;Maschi;1
2018;Ecuador;America meridionale;Provincia di Bologna;Maschi;2
2018;Egitto;Africa settentrionale;Provincia di Piacenza;Femmine;1
2018;Eritrea;Altri paesi Africa;Provincia di Forlì-Cesena;Maschi;1
2018;Filippine;Altri paesi Asia;Campania;Maschi;1
2018;Giappone;Altri paesi Asia;Marche;Femmine;1
2018;Giappone;Altri paesi Asia;Provincia di Bologna;Femmine;2
2018;Indonesia;Altri paesi Asia;Veneto;Femmine;1
2018;Iran;Altri paesi Asia;Veneto;Maschi;1
2018;Israele;Asia occidentale;Estero;Maschi;4
2018;Israele;Asia occidentale;Provincia di Bologna;Maschi;1
2018;Marocco;Africa settentrionale;Provincia di Bologna;Maschi;19
2018;Marocco;Africa settentrionale;Provincia di Forlì-Cesena;Maschi;1
2018;Moldova;Altri Paesi Europa;Estero;Maschi;11
2018;Moldova;Altri Paesi Europa;Toscana;Femmine;1
2018;Montenegro;Altri Paesi Europa;Puglia;Maschi;1
2018;Paesi Bassi;Unione Europea;Estero;Femmine;3
2018;Rep. Sudafricana;Altri paesi Africa;Lazio;Maschi;1
2018;Romania;Unione Europea;Campania;Femmine;5
2018;Romania;Unione Europea;Lazio;Maschi;6
2018;Romania;Unione Europea;Provincia di Bologna;Femmine;100
2018;Russia (Federazione);Altri Paesi Europa;Estero;Femmine;29
2018;San Marino;Altri Paesi Europa;Estero;Maschi;2
2018;Senegal;Altri paesi Africa;Provincia di Parma;Femmine;1
2018;Senegal;Altri paesi Africa;Veneto;Maschi;1
2018;Sierra Leone;Altri paesi Africa;Estero;Maschi;2
2018;Slovacchia;Unione Europea;Puglia;Femmine;1
2018;Somalia;Altri paesi Africa;Provincia di Piacenza;Maschi;1
2018;Spagna;Unione Europea;Estero;Femmine;18
2018;Sri Lanka (Ceylon);Altri paesi Asia;Provincia di Bologna;Femmine;6
2018;Territori dell'Autonomia Palestinese;Asia occidentale;Estero;Maschi;1
2018;Ucraina;Altri Paesi Europa;Puglia;Femmine;2
2018;Vietnam;Altri paesi Asia;Estero;Femmine;3
2019;Albania;Altri Paesi Europa;Friuli Venezia Giulia;Maschi;1
2019;Albania;Altri Paesi Europa;Lombardia;Femmine;3
2019;Bangladesh;Altri paesi Asia;Provincia di Ferrara;Maschi;3
2019;Belgio;Unione Europea;Provincia di Bologna;Femmine;1
2019;Bulgaria;Unione Europea;Estero;Femmine;9
2019;Bulgaria;Unione Europea;Lombardia;Femmine;1
2019;Cina;Altri paesi Asia;Provincia di Forlì-Cesena;Femmine;10
2019;Cina;Altri paesi Asia;Provincia di Reggio Emilia;Femmine;10
2019;Ecuador;America meridionale;Lazio;Maschi;1
2019;Etiopia;Altri paesi Africa;Provincia di Parma;Femmine;1
2019;Filippine;Altri paesi Asia;Estero;Femmine;22
2019;Filippine;Altri paesi Asia;Provincia di Modena;Maschi;3
2019;Filippine;Altri paesi Asia;Provincia di Ravenna;Maschi;3
2019;Gambia;Altri paesi Africa;Provincia di Forlì-Cesena;Maschi;1
2019;Guinea Bissau;Altri paesi Africa;Provincia di Bologna;Maschi;1
2019;Iran;Altri paesi Asia;Provincia di Bologna;Femmine;5
2019;Iran;Altri paesi Asia;Provincia di Modena;Maschi;1
2019;Iran;Altri paesi Asia;Provincia di Ravenna;Maschi;1
2019;Iran;Altri paesi Asia;Toscana;Maschi;1
2019;Irlanda;Unione Europea;Estero;Femmine;2
2019;Irlanda;Unione Europea;Lazio;Femmine;1
2019;Israele;Asia occidentale;Estero;Femmine;4
2019;Libia;Africa settentrionale;Provincia di Modena;Femmine;1
2019;Macedonia;Altri Paesi Europa;Estero;Maschi;1
2019;Mali;Altri paesi Africa;Provincia di Ravenna;Maschi;2
2019;Marocco;Africa settentrionale;Abruzzo;Maschi;1
2019;Marocco;Africa settentrionale;Estero;Femmine;58
2019;Marocco;Africa settentrionale;Provincia di Rimini;Maschi;1
